track_name#artist_name#lyrics
La Bifurcada#Memphis La Blusera#"[Letra de ""La Bifurcada""]

[Verso 1]
Si y te vas
No, no, no, no me voy a matar
Sabés mejor
Llevate si querés el televisor
Mientras hacés la valija
Escuchá esta canción

[Verso 2]
Si y te vas
No, no, no, no voy a llorar
Sabés mejor
Yo desconocía tu inclinación
Si te llevás la cama, chuchi
Dejame el colchón

[Coro]
Te vas con tu amiga
Feminista perdida
Tus modernos inventos
Que son puro cuento

[Instrumental]

[Verso 3]
Si te vas
No, no, no, no te voy a extrañar
Sabés mejor
No queda otra que la separación

[Puente]
Te decidiste
Te definiste
Sos feminista
Y yo machista
Andá por la sombra y cerrá bien el portón

[Instrumental]

[Coro]
Te vas con tu amiga
Feminista perdida
Tus modernos inventos
Que son puro cuento

[Outro]
Te vas con tu amiga (bye, bye)
Feminista perdida (bye, bye)
Tus modernos inventos (bye, bye)
Que son puro cuento (bye, bye)"
La Flor Más Bella#Memphis La Blusera#"[Letra de ""La Flor Más Bella""]

[Verso 1]
Ella es la flor más bella
Vagando por las estrellas
Brilla más que el sol
Baila y se dibuja en la bruma
Cuando se pierde la bruma parece flotar

[Coro 1]
Ella es la de la Tierra
De mujeres divinas
Ella es Argentina
Como ella no hay

[Instrumental]

[Verso 2]
Si llegara a besarte
Con su boca de fuego
Un loco deseo
Te haría olvidar
De todas tristezas
Y crueldades del mundo
En un solo segundo
De felicidad, ah

[Coro 2]
Ella es la flor más bella
Vagando por las estrellas
Brilla más que el sol

[Instrumental]

[Outro]
Es la flor más bella
Como ella no hay
Es la flor más bella
Ohh
Es la flor más bella
Como ella no hay
Es la flor más bella
Es la flor más bella
Con su boca de fuego
Es la flor más bella
Pide un deseo
Es la flor más bella
Es la flor más bella
Ohh
Es la flor más bella
Es la flor más bella
Es la flor más bella
Es la flor más bella"
La última lágrima#Memphis La Blusera#"De un sueño profundo
Despertaste hoy
La última lágrima
Por tu cara rodó
Lo que no fue
Ya nunca será
Cierra las heridas
Deja de llorar
Abre tus ojos
Que ya sale el sol
Abre tu alma
Que llega el amor
Un día cualquiera
En algún lugar
Tendrás otra oportunidad
La gloria fue el beso
De una falsa mujer
Quedaste en off-side
Y empezaste a perder
Y los amigos
Que la fama te dio
Todo, todo
Desapareció
Muy lentamente
Se desenredó
La telaraña
De tu canción
No sé si fue magia
Canto de caracol
Algo bueno
Para tu corazón
La gloria fue el beso
De una falsa mujer
Quedaste en off-side
Y empezaste a perder
Y los amigos
Que la fama te dio
Todo, todo
Desapareció
Abre tus ojos
Que ya sale el sol
Abre tu alma
Que llega el amor
Un día cualquiera
En algún lugar
Tendrás otra oportunidad
Tendrás otra oportunidad
Siempre hay otra oportunidad"
Montón de Nada#Memphis La Blusera#"[Letra de ""Montón de Nada""]

[Verso 1]
Sin vos no soy, ni seré
Más que un montón de nada
Siempre esperándote
En el lugar que vos ya sabés
Sin vos no puedo ser
Más que un montón de nada
Y nada es demasiado poco
Y no me alcanza para ser

[Coro]
