track_name#artist_name#lyrics
Mi Enfermedad#Fabiana Cantilo#"[Letra de ""Mi Enfermedad""]

[Estribillo]
Estoy vencida porque el mundo me hizo así
No puedo cambiar
Soy el remedio sin receta y tu amor: Mi enfermedad
Estoy vencida porque el cuerpo de los dos es mi debilidad
Esta vez el dolor va a terminar

[Verso 1]
Parece que la fiesta terminó
Perdidos en el túnel del amor
Y dicen las hojas del libro que más leo yo
Esta vez el esclavo se escapó

[Estribillo]
Me entrego al vino por que el mundo me hizo así
No puedo cambiar
Soy el remedio sin receta y tu amor mi enfermedad
Estoy vencida porque el cuerpo de los dos es mi debilidad
Esta vez el dolor va a terminar

[Verso 2]
Del árbol una hoja seca yo
En mi boca la manzana se pudrió
¡Tendrías que aprender a pedir perdón!
Esta vez la cadena se rompió
¡Tendrías que aprender a pedir perdón!
Esta vez el esclavo se escapó

[Estribillo]
Estoy vencida porque el mundo me hizo así
No puedo cambiar
Soy el remedio sin receta y tu amor mi enfermedad
Estoy vencida porque el cuerpo de los dos es mi debilidad
Esta vez el dolor va a terminar"
Fue Amor#Fabiana Cantilo#"[Letra de ""Fue Amor""]

[Verso 1]
Yo podría haberlo hecho mejor
Vos podías acercarte a mí
Yo intuía que esto, mi amor
Se rompía y esto es siempre así
La verdad es que todo fue
Tan extraño, tan extraño al fin
Vos buscando el polvo de Dios
Yo bebía para irme de aquí

[Estribillo]
Cada vez que pienso en vos
Fue amor, fue amor

[Verso 2]
Todo el mundo me habla de vos
Y no puedo dejar de reír
Lo que hacés y a dónde vas
De tu depto. siempre a Prix D'Ami

No está bien romper un corazón
Deja vú de lo que va a venir
Vos querías verme feliz
Yo quería verte revivir
[Estribillo]
Cada vez que pienso en vos
Fue amor, fue amor
Cada vez que pienso en vos
Fue amor, fue amor

[Verso 3]
Estos días que corren mi amor
Es aquí que nos tocó vivir
Enredados en los cables de Entel
De algún sueño vamos a salir

Como siempre vuelvo a ensayar
Y los pibes siempre están ahí
Hay un boomerang en la city
Mi amor
Todo vuelve, como vos decís

[Estribillo]
Cada vez que pienso en vos
Fue amor, fue amor
Cada vez que pienso en vos
Fue amor, fue amor..."
Nada Es Para Siempre#Fabiana Cantilo#"[Letra de ""Nada Es Para Siempre""]

[Verso 1]
Sin querer te lastimé
Sin querer te abandoné
Sólo sé que yo no sé
Cuidarte de mi amor

Necesito tu perdón
Necesito verte hoy
Sólo sé que yo no sé
Cuidarte de mi amor

[Pre-Estribillo]
Si al final siempre el tiempo se va
Donde caen los días
Si al final abrazarse al dolor
No nos deja brillar

Dime qué será, qué será de los dos
Cuando pase la vida
Algo ocurrirá, tengo una sensación
Una carta guardada, un buen signo del sol

[Estribillo]
Nada es para siempre, nada es para siempre
No me digas, mi amor
Que te falta valor
Porque nada es para siempre

[Verso 2]
Si pudieramos hablar
Si pudieramos dejarlo
Vos sabés que yo no sé
Cuidarte de mi amor

Otra vez me equivoqué
Otra vez te abandoné
Vos sabés que yo no sé
Cuidarte de mi amor

[Pre-Estribillo]
El azar nos permite cambiar
Nuestro incierto destino
El temor que nos puede vencer
Sin mirar más allá

Yo creo que al final, nunca sé dónde voy
Pero sigo un camino
Algo ocurrirá, tengo la sensación
Una carta marcada, un buen signo del sol

[Estribillo]
Nada es para siempre, nada es para siempre
No me digas, mi amor
Que te falta valor
Porque nada es para siempre

Nada es para siempre, nada es para siempre
Si tu risa escapó
Si no escuchas mi voz
Sabes, nada es para siempre

[Interludio musical]

[Estribillo]
Todo vuelve a mí
Una vez más
Todo vuelve a mí
Una vez más
Una vez más
Te aliviaras, te aliviaras

Todo vuelve a mí
Una vez más
Todo vuelve a mí
Una vez más (una vez más)
Te aliviará
Una vez más

[Outro]
Tan cerca de mí
Una vez más
Todo vuelve a mí
Una vez más"
Amanece En La Ruta#Fabiana Cantilo#"[Letra de ""Amanece en la Ruta""]

Amanece en la ruta, no me importa dónde estoy
Me he dormido viajando y he soñado tan intenso
Y en ese sueño yo me veía en ese auto, pero no
No era el mismo porque estaba todo roto en su interior

Este paisaje es tan extraño, se parece al de un tren eléctrico
Esos árboles tienen contornos, darme cuenta es tan hermoso
En ese sueño yo me veía en ese auto, pero no
No era el mismo porque tenía fuego en su interior

A medida que aceleramos mis recuerdos me estremecen
Y en un soplo veo proyectado como un film toda mi vida
Ya no se si el cielo esta arriba, abajo o dentro de mi
Y aunque el paisaje sea tan extraño creo haber estado aquí

[Estribillo/Chorus]
¿Dónde voy?
¿Dónde estoy?
¿Quién soy yo, qué hora es, dónde estaré?

Si afuera no es noche, tampoco es de día
No hay tristeza, tan solo alegrías en mi corazón

Y ahora todo es una luz tan clara que a mi lado ya no hay nada
Solo alegría, paz y armonía y esa luz que es tan tibia
Y bien comprendo eso no era un sueño en ese auto estaba yo
Y ese auto estaba todo roto y con fuego en su interior

[Outro]
¿Dónde voy?
¿Dónde estoy?
¿Quién soy yo, qué hora es, dónde estaré?
¿Dónde voy?
¿Dónde estoy?
¿Quién soy yo, qué hora es, dónde estaré?
¿Dónde voy?
¿Dónde estoy?
¿Quién soy yo, qué hora es, dónde estaré?
¿Dónde voy?
¿Dónde estoy?
¿Quién soy yo, qué hora es, dónde estaré?"
Mary Poppins y el Deshollinador#Fabiana Cantilo#"[Letra de ""Mary Poppins y el Deshollinador""]

[Estribillo]
Cuento con las alas del mar
Si no encuentro un ser humano que me pase a buscar
Siempre tiemblo y vuelvo a temblar
No me mires, no me toques si me pongo a gritar

[Verso 1]
Muy bien, yo salgo a bailar
En medio de los coches y, ¡oh, no!
Yo sueño que soy yo
Yo muero de odio
¿Por qué me dicen lo que tengo que hacer?

Él se convirtió en superstar
El teléfono no para, no para de llamar
Por la noche, vino el doctor
Su enfermera Mary Poppins y el deshollinador

[Pre-Estribillo]
Tú tienes cuerpo de fusil
Yo estoy siempre a punto de estallar, ¡no!
Yo sueño que soy yo
Yo muero de odio
¿Por qué me dicen lo que tengo que hacer?

[Puente]
No quiero ver el sol quiero ver el sol
Quiero hacerlo
No me hagas daño ni me dés amor
Por lo menos, hoy quiero hacerlo

[Estribillo]
Cuento con las alas del mar
Si no encuentro un ser humano que me pase a buscar
Ya no puedo verme llorar
Es de noche y se hace tarde
Yo te espero en el bar

[Post-Estribillo]
No-no-no-no-ohhh
No-no-no-no-ohhh
No-no-no-no-ohhh
No-no-no-no-ohhh
No-no-no-no-ohhh
No-no-no-no-ohhh
No-no-no-no-ohhh
No-no-no-no-ohhh"
