track_name#artist_name#lyrics
Spaghetti del Rock#Divididos#"[Letra de ""Spaghetti del Rock""]

[Verso 1]
Pistones de un curioso motor de humanidad
Resortes viejos de este amor que va
Memoria hostil de un tiempo de paz sin paz
Narices frías de una noche atrás

[Estribillo]
Besos por celular
Las momias de este amor
Piden el actor de lo que fui

[Verso 2]
Pantalla de la muerte y de la canción
Proyectos de un nuevo spaghetti del rock
Cíclope de cristal devora ambición
Vomita modelos de ficción

[Refrán]
Remontar el barrilete en esta tempestad
Sólo hará entender que ayer no es hoy
Que hoy es hoy
Y que no soy actor de lo que fui

[Solo de Guitarra]

[Estribillo]
Besos por celular
Las momias de este amor
Piden el actor de lo que fui

[Refrán]
Remontar el barrilete en esta tempestad
Sólo hará entender que ayer no es hoy
Que hoy es hoy
Y que no soy actor de lo que fui"
¿Qué Ves?#Divididos#"[Letra de ""¿Qué Ves?""]

[Verso 1]
El wawa de Troilo no quiere arrancar
Falta envido, truco, chiste nacional
""Estamos en vena"", grita el mayoral
Y pagás el vale un día después

[Estribillo]
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad

[Verso 2]
La prensa de Dios lleva poster central
El bien y el mal definen por penal
Fía ""la chapita"" porrón, en Palomar
Cruzando la vía pa' poderla pasar

[Estribillo]
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad

[Instrumental]

[Puente]
Fía ""la chapita"" porrón, en Palomar
Cruzando la vía pa' poderla pasar

[Estribillo]
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad
¿Qué ves?
¿Qué ves cuando me ves?
Cuando la mentira es la verdad

[Outro]
¿Qué ves?
¿Qué ves cuando me ves?
Mentira es la última verdad"
Sisters#Divididos#"[Letra de ""Sisters""]

[Verso 1]
Through the course of an embrace
Our sisters felt a striking hand
Their fear was raised by the light of day
Their quiet rage sleeps with them tonight

[Coro 1]
We have a reason to ban our heart
We have a reason to change our mind

[Verso 2]
Through the course of an embrace
Our sisters felt a striking hand
Their fear was raised by the light of day
Their quiet rage sleeps with them
With them tonight

[Coro 2]
And they say:
""We have a reason to ban our heart
We have a reason to change our mind""
Sister midnight, sister moon
Like me so much don't think I'll see them soon
[Solo de guitarra]

