track_name#artist_name#lyrics
Avanti Morocha#Los Caballeros De La Quema#"Nos empezamos de golpe
Nos saboreamos de prepo
Como salidos de un cuento de amor
Vos venías de un viaje de mochilas cansadas
Yo pateaba verano sin sol

Y en el escolazo de los besos
Cantamos bingo, y así andamos
Sin nada de mapas ni de candados

Arriba morocha
Que nadie está muerto
Vamos a punguearle a esta vida amarreta
Un ramo de sueños
Avanti morocha no nos llueve tanto
No tires la toalla que hasta los más mancos
La siguen remando

Nunca dejo que un ángel haga un nido en mi almohada
Pero me acuerdo tarde, mi amor
Hoy me siento a la sombra de tus piernas dormidas
Y le converso a mi insomio de vos

Y como los fantasmas del recuerdo
Salen a la noche a patotearte
Vos andás descalza y en puntas de pie
Arriba morocha
Que nadie está muerto
Vamos a punguearle a esta vida amarreta
Un ramo de sueños
Avanti morocha no nos llueve tanto
No tires la toalla que hasta los más mancos
La siguen remando

Es tan fácil perderse en las calles del miedo
No me sueltes la mano mi amor
Mi casa es un desastre sin tu risa
No me dejaste ni las

Arriba morocha
Que nadie está muerto
Vamos a punguearle a esta vida amarreta
Un ramo de sueños
Avanti morocha no nos llueve tanto
No tires la toalla que hasta los más mancos
La siguen remando"
Sapo De Otro Pozo#Los Caballeros De La Quema#"[Letra de ""Sapo De Otro Pozo""]

[Verso 1]
Ojalá supiese andar
Más abrigado de tu olvido
Siempre que te nombran
Ojalá pudiera ir
A chapotear en otros besos
Lejos de tu boca

[Puente]
Pero resulta que
Soy torpe para entender
Como un caballo de ajedrez gastado
Salto entre las sombras
Vuelvo más piantado

[Verso 2]
Ojalá me atreva a ser
Más asesino de mis sueños
Para no soñarte
Ojalá pueda poner
En penitencia a mi paciencia
Para no esperarte

[Pre-Estribillo]
Pero resulta que
Soy lerdo para mover
Como un caballo de ajedrez chiflado
Salto sin saltarte
Vuelvo tiroteado

[Estribillo]
Algunas noches te pierdo
Algunas mañanas te vuelvo a empatar
Algunos errores son deliciosos
No le tengas miedo, linda
A un sapo de otro pozo

Algunas noches me enfermo
Algunas mañanas te vuelvo a sangrar
Algunos errores son deliciosos
No le tengas miedo hermosa
A un sapo de otro pozo

[Verso 3]
Ojalá que aprenda a ser
Más elegante en mi derrota
Cuando más te piense
Ojalá me salga ser
Más testarudo con mi orgullo
Cuando más te alejes

[Pre-Estribillo]
Pero resulta que
Estoy viejo para crecer
Como un caballo de ajedrez pifiado
Salto mis miserias
Vuelvo a ningún lado

[Estribillo]
Algunas noches te pierdo
Algunas mañanas te vuelvo a empatar
Algunos errores son deliciosos
No le tengas miedo linda
A un sapo de otro pozo

Algunas noches te entierro
Algunas mañanas te vuelvo a soñar
Algunos errores son deliciosos
No le tengas miedo hermosa
A un sapo de otro pozo
Sapo de otro pozo"
Otro Jueves Cobarde - Versión con Joaquín Sabina#Los Caballeros De La Quema#"Otra tarde como las demás
Sin amores rotos de casualidad
Otro jueves de esos que no se dejan besar

No eran las esquirlas del rencor
Eran telarañas en el corazón
Una flor con lagañas un desamor sin amor

Hoy que no me encuentro la nariz
Hoy que no me sale ni dormir

No le pongas miel a la verdad
Que si ando muerto es de tanto resucitar

Otra tarde que no arde, esta tarde sin pasado mañana
Otra tarde tan cobarde esta tarde que no prueba manzanas
Otro jueves que no sabe bajarse ni los pantalones
Otro jueves que anda lastima por los rincones
