artist_id#artist_name#artist_genre
4SQdUpG4f7UbkJG3cJ2Iyj#Arca#['art pop', 'dance pop', 'deconstructed club', 'electropop', 'escape room', 'experimental pop', 'fluxwork', 'indie r&b', 'indietronica']
2uyweLa0mvPZH6eRzDddeB#Rocío Dúrcal#['bolero', 'cancion melodica', 'grupera', 'latin', 'latin pop', 'ranchera']
2MRBDr0crHWE5JwPceFncq#Juan Gabriel#['cancion melodica', 'latin', 'latin pop']
6j6Ld5h0aFgH0VQWQNazS7#Hermetica#['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal', 'rock en espanol', 'rock nacional']
6qYd7xlmeeeDkPfx6mZ9PV#Almafuerte#['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin alternative', 'latin metal', 'rock en espanol', 'rock nacional']
2GOgGMMJooNV8Yk2PjvzAa#V8#['argentine heavy metal', 'argentine metal', 'latin metal']
3MBsvBr8B6mfjO6txfT6uL#Malon#['argentine heavy metal', 'argentine metal', 'argentine rock', 'latin metal']
0G2qO3Wbj6WmCTFgcsJ1Eo#Isabel Pantoja#['cancion melodica', 'copla', 'pop romantico', 'spanish pop']
03zz3zpyV15ZGw1cgjZ7tj#Nino Bravo#['cantautor', 'pop romantico', 'spanish pop']
796OSRuB0E9Hq55uTFL9U8#Raphael#['bolero', 'pop romantico']
4VgvR7eu3k2T20mo6mXhXF#Intoxicados#['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']
6MxyNXnnmwQwdW2PD0gXYO#Bersuit Vergarabat#['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional', 'ska argentino']
0Zncosr79q01riJYbSBNA1#Turf#['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']
1SykQGBiBwkQ1fcGpJ1BJt#Los Tipitos#['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']
5rI6C5mJm6GYXbGHhpHTu9#Attaque 77#['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']
6Q6qTNC2rAegcR5QjzcRgE#Gilda#['argentine rock', 'cumbia villera', 'rock en espanol']
2t5LZnlhZW4ctjLQE9qoae#Grupo Sombras#['cumbia villera']
0CBKUzrf6yGdTgxAQbUUHS#Rafaga#['cumbia chilena', 'cumbia villera']
1q18ngxrhXlHasoNpc2dt7#Paquita La Del Barrio#['grupera', 'ranchera']
