id#name#artists_name#artists_id#key#mode#time_signature#tempo#acousticness#danceability#energy#instrumentalness#valence
7j9DYPyCuvSAtPcevpAkzb#Desafío#['Arca']#['4SQdUpG4f7UbkJG3cJ2Iyj']#1#0#5#161.092#0.486#0.161#0.482#0.409#0.0926
1cwTMSQeMaA9fVKEF1iWeD#Anoche#['Arca']#['4SQdUpG4f7UbkJG3cJ2Iyj']#10#0#5#80.793#0.57#0.23#0.434#0.0#0.0834
0aL27vskbMpwsMGUkHm3Zf#Sin Rumbo#['Arca']#['4SQdUpG4f7UbkJG3cJ2Iyj']#9#1#3#124.835#0.874#0.289#0.28#0.00443#0.0391
2kfSFdq2h0xLXq01em1zc7#La Gata Bajo la Lluvia#['Rocío Dúrcal']#['2uyweLa0mvPZH6eRzDddeB']#7#1#4#88.14#0.723#0.499#0.648#0.0#0.464
5ySxlyvySBhIEvoO2xx7uT#Querida#['Juan Gabriel']#['2MRBDr0crHWE5JwPceFncq']#2#1#4#89.089#0.376#0.528#0.383#0.0#0.46
4c3ix86CIDIVzXBTRUNwBd#Otro Día para Ser#['Hermetica']#['6j6Ld5h0aFgH0VQWQNazS7']#4#0#4#99.258#0.000268#0.33#0.574#0.0#0.193
6JnnF3ZIpuJt51oG9wVAEb#Robo un Auto#['Hermetica']#['6j6Ld5h0aFgH0VQWQNazS7']#11#0#4#139.914#0.000117#0.406#0.947#2.11e-05#0.328
6p5SbKcAnIECU3hoFkZlPQ#El Pibe Tigre#['Almafuerte']#['6qYd7xlmeeeDkPfx6mZ9PV']#0#1#4#116.968#0.000376#0.577#0.85#0.0#0.561
2zumIZU09Iz2eGRJ5UXHms#Deseando Destruir y Matar#['V8']#['2GOgGMMJooNV8Yk2PjvzAa']#2#1#4#90.765#0.00599#0.288#0.982#0.000318#0.408
2lkEfig7F9vg1MALElBd0z#Nido De Almas#['Malon']#['3MBsvBr8B6mfjO6txfT6uL']#11#1#4#110.228#3.69e-05#0.467#0.891#0.0#0.521
7cpCGXoItO3OGKyIQXAmBA#Malon Mestizo#['Malon']#['3MBsvBr8B6mfjO6txfT6uL']#2#1#4#109.017#5.75e-06#0.475#0.864#0.00075#0.645
419FFiitGchOUaIMEY7Dqi#Asi Fue#['Isabel Pantoja']#['0G2qO3Wbj6WmCTFgcsJ1Eo']#7#1#4#110.002#0.322#0.733#0.319#8.18e-06#0.466
3uA2mxyUauUv8quA4w5jD6#Destruccion#['V8']#['2GOgGMMJooNV8Yk2PjvzAa']#2#1#4#145.063#0.000924#0.357#0.974#5.71e-05#0.286
43c4oelxnp0cVeFZZ4L4QL#Toro y Pampa - En Vivo#['Almafuerte']#['6qYd7xlmeeeDkPfx6mZ9PV']#4#1#4#129.838#0.0042#0.298#0.856#0.00299#0.446
300aLkaZSnTdQgK3zPKQLn#Sintoma De La Infeccion#['Malon']#['3MBsvBr8B6mfjO6txfT6uL']#4#0#4#140.671#0.000214#0.385#0.902#0.000115#0.607
5IU4JO2cpa0wPK8oQWFfCr#Un Beso Y Una Flor#['Nino Bravo']#['03zz3zpyV15ZGw1cgjZ7tj']#9#1#4#167.582#0.688#0.258#0.522#0.0#0.419
1uAjXdRxH2PBCKGSWPagGJ#Libre#['Nino Bravo']#['03zz3zpyV15ZGw1cgjZ7tj']#2#1#4#90.368#0.719#0.361#0.527#0.0#0.499
2N1u2w7dbHt058hi7pIFjW#Como yo te amo#['Raphael']#['796OSRuB0E9Hq55uTFL9U8']#11#1#4#140.099#0.577#0.507#0.532#4.14e-05#0.346
24xVslH2Pei1bxBna5gqu9#Niña de Tilcara#['Intoxicados']#['4VgvR7eu3k2T20mo6mXhXF']#9#0#4#122.014#0.0153#0.897#0.517#0.000279#0.943
7a0yeeNookEFR7YjYAhyrf#Perro Amor Explota - Live In Buenos Aires / 2001#['Bersuit Vergarabat']#['6MxyNXnnmwQwdW2PD0gXYO']#4#0#4#124.156#0.218#0.492#0.824#0.0#0.363
3o7JIm9joSI1pFRPKYGOxw#El Viejo De Arriba#['Bersuit Vergarabat']#['6MxyNXnnmwQwdW2PD0gXYO']#6#0#4#98.037#0.119#0.772#0.762#0.0#0.965
7q6HXszBhfxTPHWOxw8ehb#No Se Llama Amor#['Turf']#['0Zncosr79q01riJYbSBNA1']#5#0#4#96.028#0.0603#0.576#0.932#0.0#0.778
2w8wIBE9r1OmP7EUrTaCTL#Brujería#['Los Tipitos']#['1SykQGBiBwkQ1fcGpJ1BJt']#2#1#4#103.994#0.000432#0.593#0.838#0.0153#0.249
3KAzDoRRG9BFI5DJ5JA6T1#No Me Arrepiento de Este Amor - En Vivo#['Attaque 77']#['5rI6C5mJm6GYXbGHhpHTu9']#7#0#4#103.021#0.000855#0.2#0.989#0.000545#0.201
6Bj9aK0jTMmjUp1y4Z7SVz#No Me Arrepiento de Este Amor#['Gilda']#['6Q6qTNC2rAegcR5QjzcRgE']#8#1#4#96.067#0.336#0.771#0.852#1.81e-05#0.919
2dfnK7rHRibkQR93iZn7Z2#La Ventanita#['Grupo Sombras']#['2t5LZnlhZW4ctjLQE9qoae']#11#1#4#100.855#0.278#0.662#0.813#0.000563#0.96
4i5NFoPWqTqlsR4WyoVFtB#Una Ráfaga de Amor#['Rafaga']#['0CBKUzrf6yGdTgxAQbUUHS']#9#0#4#99.966#0.236#0.773#0.918#9.3e-06#0.921
3LNZSTiwQYL7BnTfHvIOII#Una Cerveza#['Rafaga']#['0CBKUzrf6yGdTgxAQbUUHS']#10#1#4#98.005#0.316#0.747#0.907#0.0#0.757
2okIVxq5V9JDpATsGA3t36#Rata De Dos Patas#['Paquita La Del Barrio']#['1q18ngxrhXlHasoNpc2dt7']#0#1#4#96.163#0.55#0.716#0.403#5.74e-06#0.685
5O5PY5HJNPxD7KyqU0SEhH#Mujer Amante#['Rata Blanca']#['632M26jlmnCrL8CqD5i7Kd']#10#0#4#122.08#0.00433#0.485#0.791#0.0#0.431
6Pur3hWy6Nzc27ilmsp5HA#Lamento Boliviano#['Los Enanitos Verdes']#['4TK1gDgb7QKoPFlzRrBRgR']#4#0#4#123.57#0.176#0.714#0.735#0.000622#0.68
1qvY1z3Wm3sAYeHfPTnrbI#La Muralla Verde#['Los Enanitos Verdes']#['4TK1gDgb7QKoPFlzRrBRgR']#8#0#4#129.794#0.0653#0.724#0.856#1.85e-06#0.891
2zogXcCqvKJwh3o67W3GG3#Arrancacorazones#['Attaque 77']#['5rI6C5mJm6GYXbGHhpHTu9']#7#1#4#114.729#0.0679#0.486#0.764#0.0244#0.387
